t,leader_q1_target,leader_ee_x,leader_ee_y,leader_ee_z,follower_ee_x,follower_ee_y,follower_ee_z,mid_x,mid_y,mid_z,cable_span,cable_sag
1.016667,0.011908,-0.223067,-0.005823,0.863674,0.248889,0.003870,0.846028,0.012241,-0.001011,0.692621,0.472386,-0.162230
1.033333,0.043222,-0.218729,-0.005753,0.862255,0.248849,0.003870,0.846018,0.013979,-0.000984,0.690084,0.467959,-0.164053
1.050000,0.074320,-0.210587,-0.005742,0.859529,0.248809,0.003868,0.846008,0.016447,-0.000937,0.685164,0.459696,-0.167605
1.066667,0.105078,-0.199688,-0.005717,0.855666,0.248773,0.003867,0.846000,0.019766,-0.000840,0.678886,0.448668,-0.171947
1.083333,0.135375,-0.187049,-0.005717,0.850870,0.248740,0.003866,0.845992,0.023989,-0.000703,0.671344,0.435921,-0.177086
1.100000,0.165093,-0.173427,-0.005717,0.845310,0.248711,0.003866,0.845985,0.029185,-0.000535,0.663755,0.422247,-0.181893
1.116667,0.194112,-0.159353,-0.005710,0.839129,0.248687,0.003866,0.845979,0.035262,-0.000349,0.656261,0.408210,-0.186293
1.133333,0.222320,-0.145199,-0.005695,0.832442,0.248667,0.003866,0.845975,0.042192,-0.000137,0.648881,0.394214,-0.190328
1.150000,0.249604,-0.131218,-0.005680,0.825352,0.248653,0.003867,0.845972,0.049925,0.000101,0.641492,0.380550,-0.194170
1.166667,0.275858,-0.117594,-0.005667,0.817957,0.248642,0.003867,0.845970,0.058368,0.000369,0.634017,0.367430,-0.197946
1.183333,0.300976,-0.104451,-0.005661,0.810346,0.248637,0.003867,0.845968,0.067427,0.000666,0.626602,0.355008,-0.201555
1.200000,0.324861,-0.091882,-0.005661,0.802607,0.248634,0.003867,0.845969,0.076928,0.000980,0.619453,0.343398,-0.204835
1.216667,0.347418,-0.079951,-0.005665,0.794826,0.248635,0.003867,0.845970,0.086731,0.001305,0.612769,0.332680,-0.207629
1.233333,0.368558,-0.068706,-0.005671,0.787087,0.248639,0.003866,0.845971,0.096714,0.001639,0.606613,0.322903,-0.209916
1.250000,0.388197,-0.058182,-0.005677,0.779470,0.248645,0.003866,0.845974,0.106782,0.001978,0.600990,0.314096,-0.211732
1.266667,0.406259,-0.048403,-0.005681,0.772052,0.248653,0.003866,0.845976,0.116857,0.002320,0.595862,0.306265,-0.213152
1.283333,0.422671,-0.039388,-0.005681,0.764911,0.248662,0.003865,0.845980,0.126869,0.002663,0.591222,0.299393,-0.214223
1.300000,0.437369,-0.031155,-0.005686,0.758116,0.248673,0.003865,0.845983,0.136744,0.003001,0.587084,0.293454,-0.214966
1.316667,0.450295,-0.023711,-0.005692,0.751736,0.248684,0.003865,0.845986,0.146398,0.003331,0.583478,0.288398,-0.215383
1.333333,0.461398,-0.017053,-0.005696,0.745835,0.248696,0.003864,0.845990,0.155747,0.003649,0.580425,0.284156,-0.215488
1.350000,0.470634,-0.011180,-0.005701,0.740472,0.248708,0.003864,0.845993,0.164709,0.003951,0.577920,0.280657,-0.215313
1.366667,0.477966,-0.006081,-0.005706,0.735701,0.248720,0.003864,0.845997,0.173205,0.004228,0.575936,0.277814,-0.214913
1.383333,0.483367,-0.001724,-0.005712,0.731578,0.248731,0.003864,0.846000,0.181152,0.004478,0.574439,0.275521,-0.214350
1.400000,0.486814,0.001801,-0.005699,0.728116,0.248743,0.003863,0.846004,0.188477,0.004697,0.573384,0.273805,-0.213676
1.416667,0.488293,0.004574,-0.005689,0.725371,0.248753,0.003862,0.846007,0.195087,0.004875,0.572755,0.272521,-0.212934
1.433333,0.487800,0.006589,-0.005682,0.723367,0.248763,0.003862,0.846010,0.200893,0.005008,0.572519,0.271626,-0.212170
1.450000,0.485336,0.007839,-0.005677,0.722120,0.248771,0.003861,0.846013,0.205820,0.005095,0.572644,0.271088,-0.211422
1.466667,0.480910,0.008332,-0.005669,0.721645,0.248779,0.003861,0.846015,0.209802,0.005136,0.573091,0.270876,-0.210739
1.483333,0.474540,0.008069,-0.005658,0.721946,0.248785,0.003860,0.846017,0.212782,0.005124,0.573824,0.270977,-0.210158
1.500000,0.466252,0.007049,-0.005646,0.723020,0.248791,0.003860,0.846019,0.214713,0.005059,0.574807,0.271401,-0.209713
1.516667,0.456077,0.005269,-0.005632,0.724858,0.248796,0.003859,0.846021,0.215562,0.004941,0.576018,0.272168,-0.209421
1.533333,0.444057,0.002725,-0.005619,0.727442,0.248799,0.003858,0.846022,0.215298,0.004772,0.577443,0.273320,-0.209289
1.550000,0.430238,-0.000588,-0.005605,0.730747,0.248800,0.003858,0.846023,0.213905,0.004557,0.579082,0.274905,-0.209303
1.566667,0.414675,-0.004677,-0.005591,0.734741,0.248800,0.003857,0.846023,0.211368,0.004297,0.580940,0.276990,-0.209442
1.583333,0.397430,-0.009545,-0.005579,0.739386,0.248798,0.003856,0.846023,0.207692,0.003997,0.583034,0.279646,-0.209670
1.600000,0.378570,-0.015198,-0.005566,0.744636,0.248796,0.003855,0.846022,0.202889,0.003659,0.585381,0.282950,-0.209949
1.616667,0.358171,-0.021639,-0.005552,0.750441,0.248791,0.003854,0.846022,0.196981,0.003289,0.588008,0.286979,-0.210223
1.633333,0.336311,-0.028869,-0.005538,0.756743,0.248786,0.003853,0.846021,0.190005,0.002893,0.590950,0.291807,-0.210432
1.650000,0.313079,-0.036887,-0.005524,0.763482,0.248781,0.003853,0.846020,0.182005,0.002476,0.594244,0.297500,-0.210507
1.666667,0.288565,-0.045697,-0.005515,0.770588,0.248774,0.003852,0.846018,0.173039,0.002045,0.597929,0.304123,-0.210374
1.683333,0.262866,-0.055298,-0.005513,0.777991,0.248767,0.003852,0.846016,0.163179,0.001606,0.602042,0.311723,-0.209961
1.700000,0.236084,-0.065674,-0.005515,0.785617,0.248760,0.003851,0.846015,0.152510,0.001166,0.606622,0.320320,-0.209194
1.716667,0.208325,-0.076805,-0.005521,0.793395,0.248753,0.003851,0.846013,0.141134,0.000729,0.611693,0.329916,-0.208011
1.733333,0.179697,-0.088667,-0.005530,0.801246,0.248747,0.003851,0.846012,0.129160,0.000301,0.617277,0.340500,-0.206352
1.750000,0.150314,-0.101235,-0.005546,0.809096,0.248742,0.003851,0.846011,0.116714,-0.000113,0.623394,0.352044,-0.204159
1.766667,0.120292,-0.114473,-0.005566,0.816870,0.248738,0.003852,0.846010,0.103929,-0.000507,0.630067,0.364500,-0.201373
1.783333,0.089749,-0.128336,-0.005590,0.824495,0.248736,0.003852,0.846010,0.090951,-0.000876,0.637313,0.377803,-0.197940
1.800000,0.058806,-0.142777,-0.005617,0.831903,0.248736,0.003853,0.846010,0.077923,-0.001216,0.645153,0.391881,-0.193803
1.816667,0.027585,-0.157740,-0.005645,0.839030,0.248737,0.003854,0.846011,0.064999,-0.001523,0.653605,0.406648,-0.188915
1.833333,-0.003791,-0.173164,-0.005675,0.845815,0.248740,0.003855,0.846012,0.052314,-0.001795,0.662696,0.422012,-0.183217
1.850000,-0.035198,-0.188983,-0.005702,0.852207,0.248747,0.003857,0.846013,0.040000,-0.002026,0.672458,0.437878,-0.176652
1.866667,-0.066512,-0.205128,-0.005722,0.858158,0.248755,0.003859,0.846016,0.028162,-0.002215,0.682935,0.454146,-0.169152
1.883333,-0.097609,-0.221524,-0.005728,0.863631,0.248765,0.003861,0.846018,0.016884,-0.002360,0.694173,0.470717,-0.160651
1.900000,-0.128368,-0.238096,-0.005714,0.868596,0.248779,0.003863,0.846022,0.006212,-0.002461,0.706252,0.487491,-0.151058
1.916667,-0.158665,-0.254758,-0.005681,0.873033,0.248794,0.003865,0.846026,-0.003824,-0.002514,0.719259,0.504366,-0.140271
1.933333,-0.188382,-0.271425,-0.005636,0.876927,0.248811,0.003868,0.846030,-0.013227,-0.002515,0.733339,0.521239,-0.128139
1.950000,-0.217402,-0.288010,-0.005590,0.880270,0.248831,0.003870,0.846035,-0.022002,-0.002456,0.748710,0.538014,-0.114443
1.966667,-0.245610,-0.304430,-0.005554,0.883065,0.248853,0.003874,0.846041,-0.030159,-0.002329,0.765684,0.554601,-0.098869
1.983333,-0.272894,-0.320599,-0.005527,0.885325,0.248880,0.003879,0.846048,-0.037680,-0.002125,0.784685,0.570909,-0.081002
2.000000,-0.299148,-0.336434,-0.005512,0.887071,0.248913,0.003886,0.846056,-0.044513,-0.001835,0.806176,0.586857,-0.060388
2.016667,-0.324266,-0.351856,-0.005506,0.888332,0.248957,0.003898,0.846066,-0.050591,-0.001450,0.830240,0.602370,-0.036959
2.033333,-0.348151,-0.366786,-0.005509,0.889142,0.249019,0.003918,0.846081,-0.056014,-0.000996,0.855140,0.617380,-0.012471
2.050000,-0.370708,-0.381148,-0.005516,0.889543,0.249113,0.003955,0.846102,-0.061350,-0.000587,0.874814,0.631827,0.006992
2.066667,-0.391848,-0.394871,-0.005525,0.889579,0.249258,0.004014,0.846134,-0.067345,-0.000414,0.880196,0.645663,0.012340
2.083333,-0.411487,-0.407891,-0.005536,0.889301,0.249472,0.004097,0.846183,-0.073962,-0.000529,0.870315,0.658847,0.002573
2.100000,-0.429549,-0.420160,-0.005549,0.888760,0.249769,0.004198,0.846251,-0.080215,-0.000705,0.858531,0.671347,-0.008975
2.116667,-0.445961,-0.431628,-0.005561,0.888007,0.250164,0.004311,0.846345,-0.085259,-0.000671,0.858356,0.683135,-0.008820
2.133333,-0.460659,-0.442250,-0.005574,0.887096,0.250663,0.004432,0.846466,-0.089394,-0.000461,0.866237,0.694176,-0.000544
2.150000,-0.473585,-0.451982,-0.005588,0.886078,0.251267,0.004553,0.846613,-0.093372,-0.000331,0.868715,0.704429,0.002370
2.166667,-0.484688,-0.460789,-0.005603,0.885003,0.251969,0.004672,0.846783,-0.097254,-0.000351,0.863675,0.713856,-0.002218
2.183333,-0.493924,-0.468643,-0.005622,0.883917,0.252764,0.004787,0.846978,-0.100490,-0.000351,0.860797,0.722428,-0.004650
2.200000,-0.501256,-0.475520,-0.005648,0.882864,0.253645,0.004896,0.847193,-0.102955,-0.000256,0.863215,0.730113,-0.001813
2.216667,-0.506657,-0.481390,-0.005677,0.881891,0.254600,0.004998,0.847426,-0.104966,-0.000180,0.864483,0.736874,-0.000175
2.233333,-0.510104,-0.486236,-0.005704,0.881037,0.255614,0.005091,0.847671,-0.106610,-0.000174,0.862422,0.742678,-0.001932
2.250000,-0.511583,-0.490042,-0.005731,0.880330,0.256672,0.005173,0.847926,-0.107685,-0.000159,0.861408,0.747496,-0.002720
2.266667,-0.511090,-0.492800,-0.005757,0.879794,0.257758,0.005246,0.848185,-0.108163,-0.000110,0.862493,0.751304,-0.001496
2.283333,-0.508625,-0.494501,-0.005783,0.879447,0.258854,0.005308,0.848445,-0.108171,-0.000081,0.862791,0.754074,-0.001156
2.300000,-0.504200,-0.495139,-0.005811,0.879301,0.259942,0.005359,0.848701,-0.107721,-0.000079,0.862081,0.755783,-0.001919
2.316667,-0.497830,-0.494715,-0.005839,0.879358,0.261003,0.005400,0.848949,-0.106754,-0.000072,0.862187,0.756414,-0.001966
2.333333,-0.489541,-0.493230,-0.005869,0.879616,0.262022,0.005430,0.849183,-0.105283,-0.000060,0.862906,0.755949,-0.001494
2.350000,-0.479367,-0.490688,-0.005901,0.880065,0.262979,0.005449,0.849403,-0.103366,-0.000064,0.863165,0.754376,-0.001569
2.366667,-0.467347,-0.487096,-0.005935,0.880690,0.263860,0.005458,0.849602,-0.101001,-0.000079,0.863273,0.751686,-0.001873
2.383333,-0.453528,-0.482467,-0.005971,0.881466,0.264648,0.005458,0.849778,-0.098181,-0.000093,0.863793,0.747873,-0.001829
2.400000,-0.437965,-0.476816,-0.006008,0.882357,0.265330,0.005447,0.849929,-0.094930,-0.000112,0.864421,0.742942,-0.001722
2.416667,-0.420720,-0.470155,-0.006039,0.883347,0.265893,0.005428,0.850052,-0.091272,-0.000137,0.864846,0.736890,-0.001854
2.433333,-0.401860,-0.462510,-0.006070,0.884386,0.266327,0.005398,0.850145,-0.087222,-0.000164,0.865243,0.729731,-0.002022
2.450000,-0.381460,-0.453906,-0.006100,0.885431,0.266623,0.005360,0.850206,-0.082787,-0.000194,0.865741,0.721481,-0.002078
2.466667,-0.359601,-0.444378,-0.006115,0.886426,0.266773,0.005313,0.850235,-0.077994,-0.000228,0.866200,0.712163,-0.002130
2.483333,-0.336369,-0.433947,-0.006127,0.887353,0.266771,0.005256,0.850229,-0.072858,-0.000256,0.866495,0.701793,-0.002296
2.500000,-0.311855,-0.422672,-0.006134,0.888118,0.266614,0.005191,0.850189,-0.067420,-0.000287,0.866664,0.690422,-0.002490
2.516667,-0.286156,-0.410583,-0.006142,0.888702,0.266299,0.005117,0.850113,-0.061675,-0.000324,0.866699,0.678075,-0.002708
2.533333,-0.259374,-0.397741,-0.006156,0.889031,0.265826,0.005035,0.850001,-0.055677,-0.000368,0.866538,0.664808,-0.002979
2.550000,-0.231615,-0.384207,-0.006175,0.889052,0.265194,0.004943,0.849854,-0.049444,-0.000420,0.866074,0.650678,-0.003379
2.566667,-0.202987,-0.370036,-0.006196,0.888721,0.264407,0.004842,0.849671,-0.043015,-0.000476,0.865175,0.635740,-0.004021
2.583333,-0.173604,-0.355295,-0.006215,0.887996,0.263469,0.004732,0.849452,-0.036431,-0.000529,0.863634,0.620060,-0.005090
2.600000,-0.143581,-0.340050,-0.006230,0.886838,0.262383,0.004614,0.849199,-0.029746,-0.000543,0.861004,0.603706,-0.007014
2.616667,-0.113039,-0.324378,-0.006242,0.885210,0.261156,0.004486,0.848911,-0.023036,-0.000499,0.856559,0.586757,-0.010502
2.633333,-0.082096,-0.308357,-0.006251,0.883082,0.259796,0.004349,0.848590,-0.016319,-0.000358,0.850365,0.569298,-0.015471
2.650000,-0.050874,-0.292065,-0.006258,0.880430,0.258312,0.004206,0.848236,-0.011607,-0.000485,0.857672,0.551417,-0.006660
2.666667,-0.019499,-0.275573,-0.006259,0.877232,0.256788,0.004124,0.847861,-0.006757,-0.000641,0.830940,0.533271,-0.031606
2.683333,0.011908,-0.258966,-0.006260,0.873483,0.255249,0.004060,0.847479,-0.002405,-0.000028,0.803168,0.514976,-0.057314
2.700000,0.043222,-0.242340,-0.006256,0.869185,0.253747,0.004032,0.847100,0.004269,0.000745,0.763462,0.496684,-0.094681
2.716667,0.074320,-0.225778,-0.006243,0.864351,0.252313,0.004017,0.846734,0.010963,0.002027,0.714961,0.478525,-0.140581
2.733333,0.105078,-0.209362,-0.006209,0.859002,0.250968,0.004011,0.846388,0.018800,0.003779,0.671276,0.460616,-0.181419
2.750000,0.135375,-0.193170,-0.006150,0.853168,0.249750,0.004022,0.846072,0.029019,0.004836,0.664941,0.443093,-0.184678
2.766667,0.165093,-0.177280,-0.006075,0.846888,0.248661,0.004027,0.845788,0.034713,0.005526,0.653707,0.426062,-0.192631
2.783333,0.194112,-0.161769,-0.005993,0.840206,0.247704,0.004029,0.845537,0.039026,0.005181,0.652942,0.409630,-0.189929
2.800000,0.222320,-0.146710,-0.005915,0.833174,0.246892,0.004036,0.845325,0.045380,0.004769,0.654098,0.393915,-0.185152
2.816667,0.249604,-0.132164,-0.005848,0.825848,0.246220,0.004035,0.845151,0.052186,0.005063,0.645305,0.379005,-0.190195
2.833333,0.275858,-0.118184,-0.005797,0.818291,0.245685,0.004031,0.845013,0.059799,0.005630,0.632803,0.364981,-0.198849
2.850000,0.300976,-0.104820,-0.005759,0.810570,0.245282,0.004026,0.844912,0.068115,0.006046,0.621434,0.351919,-0.206307
2.866667,0.324861,-0.092113,-0.005734,0.802756,0.245007,0.004021,0.844846,0.077209,0.006149,0.613760,0.339877,-0.210040
2.883333,0.347418,-0.080095,-0.005720,0.794925,0.244849,0.004013,0.844812,0.085666,0.006059,0.608896,0.328896,-0.210972
2.900000,0.368558,-0.068796,-0.005712,0.787151,0.244799,0.004005,0.844807,0.093940,0.006038,0.605690,0.318999,-0.210290
2.916667,0.388197,-0.058238,-0.005708,0.779512,0.244843,0.003995,0.844829,0.103034,0.006267,0.601649,0.310191,-0.210521
2.933333,0.406259,-0.048438,-0.005704,0.772080,0.244970,0.003983,0.844874,0.112733,0.006630,0.596282,0.302458,-0.212195
2.950000,0.422671,-0.039410,-0.005699,0.764928,0.245166,0.003970,0.844937,0.122603,0.006994,0.590628,0.295768,-0.214305
2.966667,0.437369,-0.031169,-0.005699,0.758128,0.245419,0.003957,0.845016,0.132542,0.007314,0.585671,0.290076,-0.215901
2.983333,0.450295,-0.023719,-0.005702,0.751744,0.245717,0.003943,0.845107,0.142345,0.007595,0.581926,0.285317,-0.216499
3.000000,0.461398,-0.017058,-0.005704,0.745840,0.246049,0.003930,0.845206,0.151665,0.007859,0.579361,0.281410,-0.216162
3.016667,0.470634,-0.011184,-0.005706,0.740475,0.246402,0.003918,0.845311,0.160577,0.008120,0.577514,0.278269,-0.215379
3.033333,0.477966,-0.006084,-0.005711,0.735703,0.246767,0.003906,0.845417,0.169263,0.008360,0.575892,0.275796,-0.214668
3.050000,0.483367,-0.001726,-0.005716,0.731579,0.247133,0.003894,0.845524,0.177623,0.008554,0.574349,0.273873,-0.214202
3.066667,0.486814,0.001796,-0.005701,0.728116,0.247493,0.003883,0.845628,0.185460,0.008696,0.573038,0.272520,-0.213834
3.083333,0.488293,0.004572,-0.005692,0.725372,0.247839,0.003873,0.845727,0.192598,0.008779,0.572203,0.271580,-0.213346
3.100000,0.487800,0.006586,-0.005684,0.723368,0.248165,0.003864,0.845821,0.198856,0.008806,0.571959,0.271009,-0.212635
3.116667,0.485336,0.007837,-0.005679,0.722121,0.248466,0.003856,0.845907,0.204117,0.008772,0.572268,0.270770,-0.211745
3.133333,0.480910,0.008330,-0.005671,0.721645,0.248740,0.003849,0.845984,0.208383,0.008674,0.572956,0.270827,-0.210859
3.150000,0.474540,0.008068,-0.005659,0.721946,0.248983,0.003843,0.846053,0.211669,0.008511,0.573858,0.271169,-0.210141
3.166667,0.466252,0.007049,-0.005646,0.723020,0.249193,0.003838,0.846112,0.213927,0.008287,0.574894,0.271800,-0.209672
3.183333,0.456077,0.005269,-0.005633,0.724858,0.249369,0.003834,0.846162,0.215089,0.008007,0.576087,0.272743,-0.209423
3.200000,0.444057,0.002725,-0.005619,0.727442,0.249511,0.003832,0.846202,0.215090,0.007675,0.577510,0.274038,-0.209312
3.216667,0.430238,-0.000588,-0.005605,0.730747,0.249620,0.003830,0.846233,0.213889,0.007288,0.579205,0.275736,-0.209285
3.233333,0.414675,-0.004677,-0.005592,0.734741,0.249697,0.003828,0.846256,0.211481,0.006851,0.581164,0.277904,-0.209334
3.250000,0.397430,-0.009546,-0.005579,0.739386,0.249744,0.003827,0.846270,0.207902,0.006368,0.583351,0.280613,-0.209476
3.266667,0.378570,-0.015199,-0.005566,0.744636,0.249763,0.003827,0.846276,0.203180,0.005849,0.585749,0.283943,-0.209707
3.283333,0.358171,-0.021641,-0.005554,0.750440,0.249757,0.003828,0.846275,0.197340,0.005302,0.588380,0.287975,-0.209978
3.300000,0.336311,-0.028871,-0.005540,0.756743,0.249730,0.003829,0.846269,0.190409,0.004735,0.591308,0.292782,-0.210198
3.316667,0.313079,-0.036889,-0.005525,0.763481,0.249684,0.003831,0.846257,0.182429,0.004152,0.594591,0.298435,-0.210278
