t,cap2_x,cap4_x,cap8_x,cap50_x,cap100_x,cap150_x,cap199_x,cap2_y,cap4_y,cap8_y,cap50_y,cap100_y,cap150_y,cap199_y,cap2_z,cap4_z,cap8_z,cap50_z,cap100_z,cap150_z,cap199_z
0.016666666666666666,0.0,0.0,0.0,0.0,0.0,8.215487037216236e-17,0.01795889437198639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9874223470687866,1.9773708581924438,1.9572677612304688,1.7464381456375122,1.4959266185760498,1.2445943355560303,1.002601146697998
0.03333333333333333,0.0,0.0,0.0,0.0,-5.90074601563625e-28,-2.1079832324133463e-10,0.03432382270693779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.987285852432251,1.9771424531936646,1.9568556547164917,1.7437918186187744,1.4907819032669067,1.2387373447418213,1.0016597509384155
0.05,0.0,0.0,0.0,0.0,9.69299450636301e-21,7.391488452412887e-07,0.051656078547239304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9870940446853638,1.9768224954605103,1.956279993057251,1.7408801317214966,1.4859448671340942,1.2329460382461548,1.0019608736038208
0.06666666666666667,0.0,0.0,0.0,1.1437437782088372e-30,-1.3228207557927554e-14,-2.032339762081392e-05,0.06855147331953049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9870461225509644,1.9767433404922485,1.9561395645141602,1.7401728630065918,1.484297752380371,1.2300455570220947,1.004280686378479
0.08333333333333333,0.0,0.0,0.0,2.117857238829566e-23,-8.181369470783295e-11,0.00030296939075924456,0.08382392674684525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.987091302871704,1.976818561553955,1.9562742710113525,1.7408885955810547,1.4855810403823853,1.231796383857727,1.0087804794311523
0.1,7.738478557755583e-32,-2.7409312108631895e-31,-2.4894574222731333e-30,-3.199350354873665e-18,-7.306565574793922e-09,-0.0016056746244430542,0.09692704677581787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9872006177902222,1.9770011901855469,1.9566028118133545,1.742712378501892,1.4890525341033936,1.2366329431533813,1.0144271850585938
0.11666666666666667,1.2476904492375425e-26,-4.277872202836226e-26,-3.861919344430237e-25,5.112830630063254e-15,4.438471989942627e-07,0.005223632324486971,0.10703644901514053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9873464107513428,1.9772430658340454,1.9570399522781372,1.7451006174087524,1.4932135343551636,1.2425365447998047,1.0197913646697998
0.13333333333333333,-5.696338721963235e-23,1.4757883597129853e-22,-6.925307650561946e-22,-1.281359783902869e-12,5.701046575268265e-06,0.014957593753933907,0.1145302802324295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9874205589294434,1.9773705005645752,1.9572663307189941,1.7463918924331665,1.4957032203674316,1.2476593255996704,1.0247230529785156
0.15,-2.3522901817449842e-20,-4.50768003531195e-20,-1.0496012074624113e-18,-9.769574906004497e-12,-6.13698432516685e-07,0.02451132982969284,0.12113453447818756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9874154329299927,1.977360486984253,1.957248330116272,1.7463042736053467,1.4956855773925781,1.2504054307937622,1.0284817218780518
0.16666666666666666,1.7849565002159274e-17,-6.657265375112524e-17,2.0793120960898215e-16,1.428742901765645e-09,-7.613132038386539e-05,0.034291647374629974,0.12760882079601288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9873571395874023,1.977262258529663,1.9570738077163696,1.7453429698944092,1.4939450025558472,1.2506808042526245,1.0304290056228638
