t,min_z,mid_z,max_x,min_dist_to_bar,on_bar,bar_x,bar_y,bar_z
8.0333,0.88000,1.27837,0.58731,0.04937,1,0.5000,0.0000,1.3700
8.0500,0.87987,1.27833,0.58737,0.04936,1,0.5000,0.0000,1.3700
8.0667,0.87974,1.27827,0.58740,0.04933,1,0.5000,0.0000,1.3700
8.0833,0.87961,1.27821,0.58743,0.04960,1,0.5000,0.0000,1.3700
8.1000,0.87954,1.27816,0.58746,0.04962,1,0.5000,0.0000,1.3700
8.1167,0.87951,1.27813,0.58746,0.04960,1,0.5000,0.0000,1.3700
8.1333,0.87943,1.27809,0.58746,0.04967,1,0.5000,0.0000,1.3700
8.1500,0.87934,1.27803,0.58745,0.04976,1,0.5000,0.0000,1.3700
8.1667,0.87924,1.27794,0.58743,0.04981,1,0.5000,0.0000,1.3700
8.1833,0.87917,1.27787,0.58740,0.04980,1,0.5000,0.0000,1.3700
8.2000,0.87912,1.27783,0.58734,0.04982,1,0.5000,0.0000,1.3700
8.2167,0.87909,1.27781,0.58730,0.04980,1,0.5000,0.0000,1.3700
8.2333,0.87908,1.27782,0.58727,0.04988,1,0.5000,0.0000,1.3700
8.2500,0.87908,1.27783,0.58724,0.04992,1,0.5000,0.0000,1.3700
8.2667,0.87910,1.27785,0.58722,0.04990,1,0.5000,0.0000,1.3700
8.2833,0.87910,1.27784,0.58721,0.05000,1,0.5000,0.0000,1.3700
8.3000,0.87905,1.27784,0.58721,0.05014,1,0.5000,0.0000,1.3700
8.3167,0.87897,1.27783,0.58721,0.05024,1,0.5000,0.0000,1.3700
8.3333,0.87889,1.27781,0.58721,0.05029,1,0.5000,0.0000,1.3700
8.3500,0.87881,1.27779,0.58721,0.05026,1,0.5000,0.0000,1.3700
8.3667,0.87874,1.27777,0.58721,0.05026,1,0.5000,0.0000,1.3700
8.3833,0.87867,1.27774,0.58721,0.05015,1,0.5000,0.0000,1.3700
8.4000,0.87859,1.27771,0.58716,0.05004,1,0.5000,0.0000,1.3700
8.4167,0.87851,1.27768,0.58710,0.05022,1,0.5000,0.0000,1.3700
8.4333,0.87847,1.27768,0.58704,0.05058,1,0.5000,0.0000,1.3700
8.4500,0.87848,1.27768,0.58699,0.05062,1,0.5000,0.0000,1.3700
8.4667,0.87847,1.27768,0.58693,0.05048,1,0.5000,0.0000,1.3700
8.4833,0.87845,1.27768,0.58687,0.05024,1,0.5000,0.0000,1.3700
8.5000,0.87845,1.27768,0.58684,0.05012,1,0.5000,0.0000,1.3700
8.5167,0.87846,1.27767,0.58681,0.05013,1,0.5000,0.0000,1.3700
8.5333,0.87848,1.27765,0.58679,0.05021,1,0.5000,0.0000,1.3700
8.5500,0.87847,1.27763,0.58685,0.05034,1,0.5000,0.0000,1.3700
8.5667,0.87838,1.27758,0.58693,0.05023,1,0.5000,0.0000,1.3700
8.5833,0.87824,1.27753,0.58698,0.05019,1,0.5000,0.0000,1.3700
8.6000,0.87808,1.27749,0.58699,0.05016,1,0.5000,0.0000,1.3700
8.6167,0.87797,1.27749,0.58701,0.05021,1,0.5000,0.0000,1.3700
8.6333,0.87792,1.27753,0.58717,0.05011,1,0.5000,0.0000,1.3700
8.6500,0.87790,1.27758,0.58735,0.05008,1,0.5000,0.0000,1.3700
8.6667,0.87783,1.27761,0.58751,0.05004,1,0.5000,0.0000,1.3700
8.6833,0.87772,1.27765,0.58764,0.05001,1,0.5000,0.0000,1.3700
8.7000,0.87764,1.27769,0.58769,0.04999,1,0.5000,0.0000,1.3700
8.7167,0.87759,1.27775,0.58768,0.04995,1,0.5000,0.0000,1.3700
8.7333,0.87757,1.27783,0.58769,0.04992,1,0.5000,0.0000,1.3700
8.7500,0.87761,1.27791,0.58773,0.04988,1,0.5000,0.0000,1.3700
8.7667,0.87770,1.27802,0.58782,0.04983,1,0.5000,0.0000,1.3700
8.7833,0.87789,1.27815,0.58788,0.04977,1,0.5000,0.0000,1.3700
8.8000,0.87813,1.27829,0.58793,0.04971,1,0.5000,0.0000,1.3700
8.8167,0.87841,1.27844,0.58799,0.04966,1,0.5000,0.0000,1.3700
8.8333,0.87871,1.27858,0.58805,0.04959,1,0.5000,0.0000,1.3700
8.8500,0.87901,1.27872,0.58808,0.04953,1,0.5000,0.0000,1.3700
8.8667,0.87926,1.27884,0.58811,0.04945,1,0.5000,0.0000,1.3700
8.8833,0.87940,1.27894,0.58814,0.04934,1,0.5000,0.0000,1.3700
8.9000,0.87955,1.27906,0.58817,0.04924,1,0.5000,0.0000,1.3700
8.9167,0.87974,1.27918,0.58820,0.04910,1,0.5000,0.0000,1.3700
8.9333,0.87995,1.27930,0.58823,0.04894,1,0.5000,0.0000,1.3700
8.9500,0.88017,1.27941,0.58823,0.04880,1,0.5000,0.0000,1.3700
8.9667,0.88039,1.27951,0.58823,0.04875,1,0.5000,0.0000,1.3700
8.9833,0.88058,1.27960,0.58823,0.04872,1,0.5000,0.0000,1.3700
9.0000,0.88077,1.27970,0.58820,0.04871,1,0.5000,0.0000,1.3700
9.0167,0.88099,1.27978,0.58817,0.04868,1,0.5000,0.0000,1.3700
9.0333,0.88120,1.27982,0.58813,0.04865,1,0.5000,0.0000,1.3700
9.0500,0.88135,1.27984,0.58808,0.04863,1,0.5000,0.0000,1.3700
9.0667,0.88146,1.27985,0.58802,0.04865,1,0.5000,0.0000,1.3700
9.0833,0.88160,1.27989,0.58798,0.04863,1,0.5000,0.0000,1.3700
9.1000,0.88178,1.27994,0.58795,0.04863,1,0.5000,0.0000,1.3700
9.1167,0.88197,1.27999,0.58792,0.04866,1,0.5000,0.0000,1.3700
9.1333,0.88214,1.28002,0.58786,0.04863,1,0.5000,0.0000,1.3700
9.1500,0.88227,1.28003,0.58781,0.04860,1,0.5000,0.0000,1.3700
9.1667,0.88233,1.28003,0.58777,0.04859,1,0.5000,0.0000,1.3700
9.1833,0.88236,1.28000,0.58776,0.04856,1,0.5000,0.0000,1.3700
9.2000,0.88237,1.27997,0.58779,0.04854,1,0.5000,0.0000,1.3700
9.2167,0.88237,1.27994,0.58783,0.04853,1,0.5000,0.0000,1.3700
9.2333,0.88234,1.27992,0.58785,0.04852,1,0.5000,0.0000,1.3700
9.2500,0.88227,1.27990,0.58788,0.04851,1,0.5000,0.0000,1.3700
9.2667,0.88223,1.27989,0.58791,0.04847,1,0.5000,0.0000,1.3700
9.2833,0.88215,1.27989,0.58794,0.04846,1,0.5000,0.0000,1.3700
9.3000,0.88203,1.27989,0.58794,0.04846,1,0.5000,0.0000,1.3700
9.3167,0.88192,1.27988,0.58796,0.04845,1,0.5000,0.0000,1.3700
9.3333,0.88178,1.27986,0.58799,0.04841,1,0.5000,0.0000,1.3700
9.3500,0.88161,1.27983,0.58802,0.04838,1,0.5000,0.0000,1.3700
9.3667,0.88144,1.27979,0.58804,0.04835,1,0.5000,0.0000,1.3700
9.3833,0.88130,1.27974,0.58807,0.04834,1,0.5000,0.0000,1.3700
9.4000,0.88119,1.27970,0.58810,0.04833,1,0.5000,0.0000,1.3700
9.4167,0.88114,1.27966,0.58811,0.04832,1,0.5000,0.0000,1.3700
9.4333,0.88109,1.27962,0.58811,0.04831,1,0.5000,0.0000,1.3700
9.4500,0.88105,1.27957,0.58812,0.04828,1,0.5000,0.0000,1.3700
9.4667,0.88099,1.27951,0.58815,0.04829,1,0.5000,0.0000,1.3700
9.4833,0.88093,1.27946,0.58817,0.04829,1,0.5000,0.0000,1.3700
9.5000,0.88086,1.27940,0.58818,0.04834,1,0.5000,0.0000,1.3700
9.5167,0.88077,1.27935,0.58816,0.04834,1,0.5000,0.0000,1.3700
9.5333,0.88067,1.27930,0.58810,0.04834,1,0.5000,0.0000,1.3700
9.5500,0.88059,1.27926,0.58806,0.04836,1,0.5000,0.0000,1.3700
9.5667,0.88053,1.27922,0.58801,0.04835,1,0.5000,0.0000,1.3700
9.5833,0.88052,1.27919,0.58792,0.04838,1,0.5000,0.0000,1.3700
9.6000,0.88057,1.27916,0.58784,0.04837,1,0.5000,0.0000,1.3700
9.6167,0.88065,1.27914,0.58772,0.04838,1,0.5000,0.0000,1.3700
9.6333,0.88072,1.27911,0.58755,0.04838,1,0.5000,0.0000,1.3700
9.6500,0.88078,1.27907,0.58739,0.04838,1,0.5000,0.0000,1.3700
9.6667,0.88084,1.27904,0.58725,0.04837,1,0.5000,0.0000,1.3700
9.6833,0.88091,1.27902,0.58714,0.04837,1,0.5000,0.0000,1.3700
9.7000,0.88097,1.27902,0.58704,0.04834,1,0.5000,0.0000,1.3700
9.7167,0.88101,1.27902,0.58696,0.04834,1,0.5000,0.0000,1.3700
9.7333,0.88103,1.27902,0.58690,0.04836,1,0.5000,0.0000,1.3700
9.7500,0.88103,1.27903,0.58684,0.04838,1,0.5000,0.0000,1.3700
9.7667,0.88103,1.27905,0.58679,0.04838,1,0.5000,0.0000,1.3700
9.7833,0.88103,1.27907,0.58673,0.04838,1,0.5000,0.0000,1.3700
9.8000,0.88105,1.27909,0.58670,0.04838,1,0.5000,0.0000,1.3700
9.8167,0.88109,1.27911,0.58667,0.04840,1,0.5000,0.0000,1.3700
9.8333,0.88112,1.27913,0.58664,0.04841,1,0.5000,0.0000,1.3700
9.8500,0.88116,1.27916,0.58663,0.04843,1,0.5000,0.0000,1.3700
9.8667,0.88120,1.27918,0.58672,0.04842,1,0.5000,0.0000,1.3700
9.8833,0.88121,1.27920,0.58679,0.04840,1,0.5000,0.0000,1.3700
9.9000,0.88122,1.27922,0.58682,0.04841,1,0.5000,0.0000,1.3700
9.9167,0.88122,1.27925,0.58686,0.04841,1,0.5000,0.0000,1.3700
9.9333,0.88121,1.27928,0.58693,0.04842,1,0.5000,0.0000,1.3700
9.9500,0.88119,1.27931,0.58705,0.04841,1,0.5000,0.0000,1.3700
9.9667,0.88116,1.27933,0.58697,0.04841,1,0.5000,0.0000,1.3700
9.9833,0.88114,1.27935,0.58689,0.04846,1,0.5000,0.0000,1.3700
10.0000,0.88112,1.27938,0.58697,0.04854,1,0.5000,0.0000,1.3700
