t,leader_q1_target,leader_ee_x,leader_ee_y,leader_ee_z,follower_ee_x,follower_ee_y,follower_ee_z,mid_x,mid_y,mid_z,cable_span,cable_sag
0.866667,-0.011514,-0.250762,-0.004571,0.844201,0.250914,0.003705,0.844929,0.005455,-0.003981,0.702203,0.501744,-0.142362
0.883333,-0.011514,-0.250762,-0.004571,0.844201,0.250808,0.003705,0.844909,0.005248,-0.004117,0.700782,0.501639,-0.143773
0.900000,-0.011514,-0.250762,-0.004571,0.844201,0.250685,0.003707,0.844883,0.004770,-0.002737,0.700588,0.501516,-0.143954
0.916667,-0.011514,-0.250761,-0.004572,0.844202,0.250549,0.003711,0.844854,0.004909,0.000460,0.701323,0.501379,-0.143205
0.933333,-0.011514,-0.250762,-0.004571,0.844201,0.250404,0.003713,0.844824,0.005121,0.002176,0.701135,0.501235,-0.143377
0.950000,-0.011514,-0.250760,-0.004572,0.844202,0.250255,0.003716,0.844791,0.005397,0.003896,0.700167,0.501084,-0.144330
0.966667,-0.011514,-0.250762,-0.004571,0.844201,0.250105,0.003720,0.844758,0.004854,0.001406,0.699883,0.500936,-0.144597
0.983333,-0.011514,-0.250762,-0.004571,0.844201,0.249957,0.003724,0.844725,0.004777,0.000650,0.701112,0.500788,-0.143351
1.000000,-0.011514,-0.250762,-0.004571,0.844201,0.249815,0.003725,0.844694,0.004551,-0.003090,0.700311,0.500646,-0.144136
1.016667,0.019881,-0.249769,-0.004536,0.843928,0.249679,0.003727,0.844665,0.004992,-0.002236,0.699372,0.499517,-0.144925
1.033333,0.061527,-0.244027,-0.004481,0.842325,0.249554,0.003730,0.844638,0.006713,-0.003195,0.695714,0.493655,-0.147768
1.050000,0.102661,-0.233462,-0.004451,0.839191,0.249440,0.003732,0.844615,0.012435,0.000359,0.686755,0.483001,-0.155148
1.066667,0.142994,-0.219522,-0.004437,0.834672,0.249338,0.003733,0.844594,0.020947,0.000800,0.675404,0.469036,-0.164229
1.083333,0.182244,-0.203517,-0.004432,0.828965,0.249251,0.003735,0.844578,0.032037,0.003225,0.664382,0.453111,-0.172390
1.100000,0.220134,-0.186480,-0.004428,0.822236,0.249179,0.003736,0.844566,0.043687,0.003879,0.653076,0.436307,-0.180325
1.116667,0.256399,-0.169126,-0.004425,0.814665,0.249122,0.003736,0.844558,0.055089,0.003850,0.641254,0.419395,-0.188358
1.133333,0.290785,-0.151966,-0.004424,0.806434,0.249081,0.003736,0.844554,0.066121,0.005642,0.630795,0.402938,-0.194699
1.150000,0.323051,-0.135368,-0.004426,0.797728,0.249054,0.003735,0.844554,0.076888,0.005048,0.621543,0.387350,-0.199598
1.166667,0.352970,-0.119588,-0.004432,0.788736,0.249042,0.003735,0.844558,0.089409,0.007058,0.612455,0.372922,-0.204192
1.183333,0.380332,-0.104804,-0.004441,0.779646,0.249041,0.003734,0.844565,0.101828,0.006860,0.604180,0.359844,-0.207926
1.200000,0.404946,-0.091152,-0.004452,0.770640,0.249052,0.003733,0.844576,0.113927,0.008074,0.597183,0.348242,-0.210425
1.216667,0.426639,-0.078713,-0.004465,0.761900,0.249074,0.003731,0.844589,0.125574,0.010632,0.590661,0.338155,-0.212584
1.233333,0.445258,-0.067569,-0.004478,0.753590,0.249104,0.003730,0.844604,0.134378,0.011764,0.586280,0.329596,-0.212817
1.250000,0.460674,-0.057734,-0.004492,0.745877,0.249142,0.003730,0.844622,0.142209,0.013980,0.581846,0.322476,-0.213403
1.266667,0.472777,-0.049241,-0.004506,0.738906,0.249185,0.003729,0.844641,0.149180,0.014078,0.578096,0.316711,-0.213678
1.283333,0.481484,-0.042095,-0.004518,0.732805,0.249231,0.003728,0.844661,0.155143,0.013897,0.575589,0.312171,-0.213144
1.300000,0.486732,-0.036297,-0.004530,0.727690,0.249280,0.003726,0.844681,0.161227,0.012762,0.572862,0.308722,-0.213324
1.316667,0.488486,-0.031843,-0.004540,0.723656,0.249329,0.003725,0.844702,0.166104,0.010908,0.571575,0.306232,-0.212604
1.333333,0.486732,-0.028726,-0.004550,0.720777,0.249378,0.003724,0.844722,0.169832,0.010602,0.570587,0.304586,-0.212163
1.350000,0.481484,-0.026960,-0.004558,0.719105,0.249426,0.003723,0.844743,0.171448,0.009132,0.569128,0.303715,-0.212796
1.366667,0.472777,-0.026480,-0.004569,0.718676,0.249471,0.003721,0.844762,0.171302,0.008453,0.568676,0.303505,-0.213043
1.383333,0.460674,-0.027359,-0.004576,0.719489,0.249513,0.003720,0.844780,0.170536,0.011668,0.569468,0.304014,-0.212667
1.400000,0.445258,-0.029560,-0.004582,0.721535,0.249551,0.003719,0.844797,0.167975,0.012258,0.570802,0.305230,-0.212364
1.416667,0.426639,-0.033073,-0.004590,0.724777,0.249583,0.003719,0.844812,0.164874,0.013226,0.571906,0.307201,-0.212889
1.433333,0.404946,-0.037962,-0.004595,0.729152,0.249611,0.003719,0.844827,0.161108,0.013334,0.573077,0.310077,-0.213913
1.450000,0.380332,-0.044176,-0.004601,0.734588,0.249634,0.003718,0.844840,0.156340,0.012073,0.575793,0.313925,-0.213920
1.466667,0.352970,-0.051753,-0.004607,0.740982,0.249650,0.003717,0.844851,0.149449,0.012828,0.579593,0.318907,-0.213323
1.483333,0.323051,-0.060673,-0.004614,0.748222,0.249661,0.003717,0.844861,0.140960,0.008686,0.583347,0.325140,-0.213194
1.500000,0.290785,-0.070981,-0.004618,0.756166,0.249667,0.003717,0.844869,0.131327,0.007810,0.587579,0.332795,-0.212939
1.516667,0.256399,-0.082612,-0.004624,0.764678,0.249668,0.003717,0.844876,0.120800,0.009252,0.594062,0.341922,-0.210715
1.533333,0.220134,-0.095544,-0.004631,0.773605,0.249663,0.003716,0.844881,0.109667,0.005756,0.599641,0.352587,-0.209602
1.550000,0.182244,-0.109773,-0.004638,0.782777,0.249653,0.003715,0.844885,0.098190,0.005897,0.607063,0.364848,-0.206768
1.566667,0.142994,-0.125226,-0.004645,0.792030,0.249638,0.003715,0.844887,0.087080,0.007482,0.616517,0.378665,-0.201941
1.583333,0.102661,-0.141831,-0.004654,0.801201,0.249620,0.003717,0.844889,0.076373,0.009703,0.625118,0.393970,-0.197927
1.600000,0.061527,-0.159492,-0.004663,0.810129,0.249598,0.003717,0.844889,0.062985,0.006944,0.635652,0.410650,-0.191857
1.616667,0.019881,-0.178102,-0.004673,0.818664,0.249573,0.003717,0.844888,0.048931,0.004971,0.648377,0.428560,-0.183399
1.633333,-0.021985,-0.197530,-0.004686,0.826671,0.249544,0.003718,0.844886,0.036583,0.008352,0.660653,0.447524,-0.175126
1.650000,-0.063778,-0.217632,-0.004698,0.834028,0.249512,0.003720,0.844884,0.023360,0.002531,0.675212,0.467346,-0.164244
1.666667,-0.105205,-0.238248,-0.004707,0.840636,0.249477,0.003722,0.844880,0.011838,-0.000112,0.690708,0.487816,-0.152050
1.683333,-0.145974,-0.259207,-0.004705,0.846420,0.249438,0.003722,0.844876,0.000309,-0.004123,0.706830,0.508717,-0.138818
1.700000,-0.185800,-0.280329,-0.004687,0.851326,0.249396,0.003724,0.844871,-0.011345,-0.001125,0.726513,0.529831,-0.121585
1.716667,-0.224404,-0.301424,-0.004658,0.855329,0.249349,0.003726,0.844864,-0.022896,-0.002025,0.748335,0.550936,-0.101762
1.733333,-0.261514,-0.322302,-0.004624,0.858428,0.249296,0.003730,0.844856,-0.032629,0.000078,0.773468,0.571820,-0.078174
1.750000,-0.296871,-0.342770,-0.004593,0.860646,0.249230,0.003733,0.844844,-0.042458,-0.003736,0.804100,0.592270,-0.048645
1.766667,-0.330226,-0.362646,-0.004568,0.862034,0.249138,0.003737,0.844826,-0.052681,-0.002991,0.837756,0.612083,-0.015674
1.783333,-0.361346,-0.381749,-0.004548,0.862650,0.248973,0.003735,0.844789,-0.060351,-0.000836,0.852511,0.631029,-0.001208
1.800000,-0.390012,-0.399879,-0.004537,0.862609,0.248660,0.003729,0.844712,-0.070395,-0.001485,0.838386,0.648839,-0.015274
1.816667,-0.416023,-0.416910,-0.004534,0.862004,0.248128,0.003709,0.844577,-0.080052,0.002107,0.855669,0.665317,0.002379
1.833333,-0.439196,-0.432712,-0.004536,0.860964,0.247333,0.003688,0.844369,-0.087291,-0.003130,0.843389,0.680297,-0.009278
1.850000,-0.459370,-0.447197,-0.004540,0.859581,0.246242,0.003661,0.844078,-0.096144,0.001359,0.847493,0.693661,-0.004336
1.866667,-0.476403,-0.460272,-0.004544,0.857972,0.244843,0.003634,0.843700,-0.102351,0.002066,0.854986,0.705307,0.004151
1.883333,-0.490174,-0.471829,-0.004551,0.856285,0.243144,0.003608,0.843232,-0.108130,-0.002020,0.841870,0.715139,-0.007888
1.900000,-0.500588,-0.481811,-0.004558,0.854618,0.241162,0.003583,0.842676,-0.115448,-0.001339,0.843127,0.723118,-0.005520
1.916667,-0.507572,-0.490159,-0.004565,0.853077,0.238936,0.003570,0.842041,-0.120903,-0.000172,0.854005,0.729224,0.006446
1.933333,-0.511076,-0.496829,-0.004575,0.851751,0.236510,0.003561,0.841336,-0.124540,0.000612,0.845894,0.733459,-0.000649
1.950000,-0.511076,-0.501800,-0.004580,0.850685,0.233941,0.003555,0.840575,-0.128704,-0.000410,0.834903,0.735855,-0.010727
1.966667,-0.507572,-0.505026,-0.004587,0.849975,0.231291,0.003553,0.839774,-0.132650,-0.002923,0.841955,0.736433,-0.002920
1.983333,-0.500588,-0.506501,-0.004595,0.849649,0.228634,0.003550,0.838955,-0.132305,0.002723,0.853095,0.735258,0.008793
2.000000,-0.490174,-0.506211,-0.004603,0.849723,0.226034,0.003571,0.838139,-0.134441,0.002323,0.842454,0.732382,-0.001477
2.016667,-0.476403,-0.504165,-0.004611,0.850180,0.223558,0.003618,0.837350,-0.133009,-0.002091,0.832208,0.727883,-0.011557
2.033333,-0.459370,-0.500369,-0.004615,0.851006,0.221267,0.003668,0.836609,-0.134023,-0.003589,0.841636,0.721827,-0.002171
2.050000,-0.439196,-0.494837,-0.004620,0.852160,0.219224,0.003707,0.835938,-0.133968,0.002637,0.850628,0.714293,0.006578
2.066667,-0.416023,-0.487600,-0.004624,0.853575,0.217484,0.003750,0.835363,-0.129249,-0.002160,0.838382,0.705369,-0.006087
2.083333,-0.390012,-0.478696,-0.004627,0.855173,0.216097,0.003806,0.834901,-0.124877,-0.005118,0.838573,0.695140,-0.006464
2.100000,-0.361346,-0.468180,-0.004630,0.856857,0.215101,0.003860,0.834570,-0.122028,0.006865,0.850184,0.683697,0.004471
2.116667,-0.330226,-0.456115,-0.004633,0.858522,0.214536,0.003921,0.834386,-0.115963,-0.002981,0.830842,0.671139,-0.015612
2.133333,-0.296871,-0.442572,-0.004635,0.860058,0.214423,0.003981,0.834358,-0.109529,-0.000614,0.850365,0.657555,0.003157
2.150000,-0.261514,-0.427652,-0.004637,0.861338,0.214787,0.004032,0.834495,-0.101418,-0.001537,0.831725,0.643058,-0.016192
2.166667,-0.224404,-0.411450,-0.004640,0.862256,0.215633,0.004080,0.834797,-0.092467,0.004215,0.851953,0.627744,0.003426
2.183333,-0.185800,-0.394097,-0.004642,0.862686,0.216968,0.004115,0.835266,-0.084387,-0.006411,0.825985,0.611742,-0.022991
2.200000,-0.145974,-0.375717,-0.004643,0.862522,0.218771,0.004132,0.835888,-0.075111,0.003456,0.808161,0.595149,-0.041044
2.216667,-0.105205,-0.356457,-0.004648,0.861667,0.221004,0.004142,0.836647,-0.063621,0.006639,0.791820,0.578070,-0.057337
2.233333,-0.063778,-0.336465,-0.004652,0.860032,0.223589,0.004132,0.837511,-0.054850,0.001144,0.749344,0.560576,-0.099427
2.250000,-0.021985,-0.315912,-0.004657,0.857554,0.226430,0.004107,0.838442,-0.045415,-0.005987,0.742579,0.542749,-0.105419
2.266667,0.019881,-0.294994,-0.004666,0.854188,0.229443,0.004070,0.839410,-0.032303,-0.017259,0.719524,0.524717,-0.127275
2.283333,0.061527,-0.273900,-0.004675,0.849917,0.232542,0.004017,0.840387,-0.016115,-0.016907,0.708152,0.506607,-0.136999
2.300000,0.102661,-0.252808,-0.004682,0.844756,0.235658,0.003958,0.841348,-0.002392,-0.009724,0.691074,0.488554,-0.151977
2.316667,0.142994,-0.231947,-0.004675,0.838709,0.238721,0.003905,0.842271,0.009584,0.004281,0.676058,0.470760,-0.164432
2.333333,0.182244,-0.211458,-0.004657,0.831869,0.241671,0.003854,0.843141,0.021676,0.013969,0.667778,0.453348,-0.169728
2.350000,0.220134,-0.191542,-0.004626,0.824304,0.244454,0.003800,0.843945,0.035319,0.017356,0.654175,0.436519,-0.179949
2.366667,0.256399,-0.172356,-0.004590,0.816119,0.247029,0.003750,0.844673,0.052746,0.016779,0.641422,0.420438,-0.188974
2.383333,0.290785,-0.154021,-0.004559,0.807450,0.249361,0.003708,0.845322,0.069273,0.006047,0.635928,0.405241,-0.190458
2.400000,0.323051,-0.136672,-0.004534,0.798433,0.251428,0.003669,0.845886,0.083892,-0.001495,0.623278,0.391076,-0.198881
2.416667,0.352970,-0.120410,-0.004517,0.789221,0.253210,0.003632,0.846367,0.093503,-0.007741,0.615588,0.378053,-0.202206
2.433333,0.380332,-0.105319,-0.004507,0.779978,0.254700,0.003599,0.846764,0.100106,-0.008153,0.608644,0.366251,-0.204727
2.450000,0.404946,-0.091479,-0.004502,0.770865,0.255898,0.003574,0.847081,0.110144,-0.000487,0.602037,0.355732,-0.206936
2.466667,0.426639,-0.078917,-0.004504,0.762052,0.256808,0.003558,0.847321,0.122327,0.006750,0.596397,0.346477,-0.208289
2.483333,0.445258,-0.067699,-0.004507,0.753693,0.257441,0.003548,0.847487,0.136228,0.013988,0.591341,0.338495,-0.209249
2.500000,0.460674,-0.057818,-0.004513,0.745945,0.257816,0.003539,0.847587,0.150708,0.019410,0.585067,0.331694,-0.211699
2.516667,0.472777,-0.049294,-0.004520,0.738950,0.257953,0.003537,0.847625,0.160912,0.023917,0.582837,0.326000,-0.210451
2.533333,0.481484,-0.042129,-0.004529,0.732834,0.257874,0.003540,0.847608,0.166977,0.023580,0.581921,0.321310,-0.208300
2.550000,0.486732,-0.036319,-0.004538,0.727709,0.257607,0.003548,0.847542,0.170281,0.019262,0.576941,0.317518,-0.210684
2.566667,0.488486,-0.031856,-0.004546,0.723668,0.257176,0.003558,0.847435,0.169804,0.015056,0.575036,0.314521,-0.210516
2.583333,0.486732,-0.028734,-0.004554,0.720785,0.256609,0.003568,0.847291,0.168229,0.006400,0.573346,0.312235,-0.210692
2.600000,0.481484,-0.026966,-0.004560,0.719110,0.255934,0.003579,0.847119,0.168992,0.003789,0.572031,0.310620,-0.211083
2.616667,0.472777,-0.026502,-0.004570,0.718677,0.255180,0.003594,0.846923,0.170522,0.002600,0.572893,0.309610,-0.209907
2.633333,0.460674,-0.027369,-0.004577,0.719491,0.254369,0.003611,0.846712,0.172520,0.000863,0.573313,0.309239,-0.209788
2.650000,0.445258,-0.029564,-0.004584,0.721536,0.253525,0.003629,0.846492,0.173896,0.007065,0.571687,0.309549,-0.212327
2.666667,0.426639,-0.033092,-0.004590,0.724776,0.252672,0.003644,0.846268,0.171594,0.011979,0.572222,0.310627,-0.213300
2.683333,0.404946,-0.037956,-0.004596,0.729154,0.251829,0.003661,0.846046,0.165640,0.022283,0.575930,0.312581,-0.211669
2.700000,0.380332,-0.044167,-0.004603,0.734589,0.251013,0.003679,0.845829,0.156792,0.027468,0.579880,0.315554,-0.210329
2.716667,0.352970,-0.051755,-0.004607,0.740981,0.250241,0.003698,0.845623,0.147625,0.024418,0.580032,0.319720,-0.213270
2.733333,0.323051,-0.060687,-0.004612,0.748218,0.249523,0.003714,0.845430,0.138793,0.018418,0.584620,0.325192,-0.212204
2.750000,0.290785,-0.070969,-0.004618,0.756167,0.248870,0.003726,0.845252,0.130047,0.009848,0.588229,0.332119,-0.212481
2.766667,0.256399,-0.082602,-0.004624,0.764680,0.248285,0.003737,0.845094,0.121849,0.003356,0.592351,0.340621,-0.212536
2.783333,0.220134,-0.095545,-0.004632,0.773605,0.247776,0.003747,0.844957,0.110873,-0.002831,0.599931,0.350758,-0.209350
2.800000,0.182244,-0.109774,-0.004639,0.782777,0.247345,0.003756,0.844841,0.098068,-0.005802,0.608022,0.362570,-0.205787
2.816667,0.142994,-0.125227,-0.004646,0.792030,0.246994,0.003762,0.844747,0.085765,-0.000576,0.613071,0.376029,-0.205318
2.833333,0.102661,-0.141830,-0.004653,0.801201,0.246719,0.003765,0.844673,0.070938,0.005037,0.624180,0.391064,-0.198757
2.850000,0.061527,-0.159492,-0.004663,0.810129,0.246519,0.003770,0.844620,0.058926,0.010363,0.635984,0.407560,-0.191391
2.866667,0.019881,-0.178102,-0.004674,0.818665,0.246389,0.003774,0.844587,0.048662,0.014288,0.646609,0.425365,-0.185017
2.883333,-0.021985,-0.197530,-0.004686,0.826671,0.246323,0.003779,0.844571,0.037306,0.012126,0.661196,0.444295,-0.174425
2.900000,-0.063778,-0.217632,-0.004698,0.834028,0.246316,0.003779,0.844572,0.024816,0.005511,0.672292,0.464145,-0.167009
2.916667,-0.105205,-0.238248,-0.004706,0.840636,0.246359,0.003777,0.844588,0.010290,-0.003766,0.686504,0.484697,-0.156109
2.933333,-0.145974,-0.259207,-0.004705,0.846420,0.246445,0.003777,0.844616,-0.002867,-0.008208,0.707136,0.505726,-0.138381
2.950000,-0.185800,-0.280329,-0.004687,0.851327,0.246566,0.003775,0.844653,-0.013401,-0.011197,0.724967,0.527005,-0.123023
2.966667,-0.224404,-0.301425,-0.004658,0.855329,0.246713,0.003770,0.844698,-0.023343,-0.007467,0.744915,0.548306,-0.105099
2.983333,-0.261514,-0.322302,-0.004624,0.858427,0.246877,0.003767,0.844747,-0.033838,-0.000791,0.771018,0.569405,-0.080569
3.000000,-0.296871,-0.342772,-0.004593,0.860646,0.247047,0.003769,0.844799,-0.044356,0.004139,0.797427,0.590092,-0.055296
3.016667,-0.330226,-0.362648,-0.004567,0.862034,0.247199,0.003770,0.844845,-0.053019,-0.001632,0.840221,0.610145,-0.013218
3.033333,-0.361346,-0.381754,-0.004548,0.862650,0.247289,0.003764,0.844875,-0.061740,-0.002916,0.855471,0.629349,0.001709
3.050000,-0.390012,-0.399887,-0.004537,0.862609,0.247235,0.003752,0.844866,-0.071992,0.001487,0.835604,0.647419,-0.018133
3.066667,-0.416023,-0.416920,-0.004533,0.862004,0.246958,0.003728,0.844798,-0.079198,-0.002772,0.858598,0.664153,0.005198
3.083333,-0.439196,-0.432732,-0.004534,0.860950,0.246408,0.003698,0.844654,-0.088379,-0.002096,0.841758,0.679386,-0.011043
3.100000,-0.459370,-0.447208,-0.004540,0.859579,0.245547,0.003662,0.844422,-0.095269,0.000432,0.846384,0.692969,-0.005616
3.116667,-0.476403,-0.460278,-0.004543,0.857972,0.244358,0.003631,0.844097,-0.103060,-0.004213,0.856373,0.704820,0.005339
3.133333,-0.490174,-0.471835,-0.004551,0.856284,0.242844,0.003599,0.843677,-0.109578,-0.000112,0.839356,0.714836,-0.010625
3.150000,-0.500588,-0.481816,-0.004558,0.854617,0.241023,0.003570,0.843164,-0.116609,0.003513,0.840317,0.722975,-0.008574
3.166667,-0.507572,-0.490166,-0.004569,0.853076,0.238933,0.003554,0.842565,-0.119596,0.001366,0.854095,0.729221,0.006274
3.183333,-0.511076,-0.496836,-0.004578,0.851750,0.236620,0.003532,0.841890,-0.124047,-0.004038,0.849561,0.733567,0.002741
3.200000,-0.511076,-0.501807,-0.004586,0.850683,0.234136,0.003527,0.841153,-0.128196,-0.000579,0.835321,0.736050,-0.010597
3.216667,-0.507572,-0.505024,-0.004595,0.849989,0.231546,0.003535,0.840369,-0.131962,0.002815,0.838466,0.736678,-0.006713
3.233333,-0.500588,-0.506497,-0.004604,0.849658,0.228917,0.003553,0.839557,-0.133632,0.000085,0.851346,0.735529,0.006738
3.250000,-0.490174,-0.506213,-0.004610,0.849723,0.226323,0.003584,0.838742,-0.133720,-0.003007,0.846515,0.732664,0.002282
3.266667,-0.476403,-0.504166,-0.004614,0.850180,0.223830,0.003610,0.837946,-0.133234,-0.001108,0.833752,0.728146,-0.010311
3.283333,-0.459370,-0.500368,-0.004619,0.851007,0.221504,0.003648,0.837191,-0.134133,-0.001630,0.839658,0.722051,-0.004441
3.300000,-0.439196,-0.494835,-0.004622,0.852161,0.219407,0.003693,0.836501,-0.131425,0.002417,0.851749,0.714462,0.007418
3.316667,-0.416023,-0.487596,-0.004625,0.853576,0.217604,0.003743,0.835900,-0.130521,-0.003301,0.838010,0.705471,-0.006728
